Date,Song,Artist
1966-01-19,My World,Eddy Arnold
1966-01-19,September Of My Year,Frank Sinatra
1966-01-19,Golden Hits,Roger Miller
1966-01-19,My Name Is Barbra; Two...,Barbra Streisand
1966-01-19,Mary Poppins,Soundtrack
1966-01-19,Welcome To The LBJ Ranch!,Various Artists
1966-01-19,Temptin' Temptations,The Temptations
1966-01-19,Houston,Dean Martin
1966-01-19,Going To A Go-Go,Smokey Robinson & The Miracles
1966-01-19,Help! (Soundtrack),The Beatles
1966-01-19,Beach Boys' Party!,The Beach Boys
1966-01-19,The Supremes At The Copa,The Supremes
1966-01-19,South Of The Border,Herb Alpert & The Tijuana Brass
1966-01-19,Harum Scarum,Elvis Presley
1966-01-26,Rubber Soul,The Beatles
1966-01-26,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-01-26,The Sound Of Music,Soundtrack
1966-01-26,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-01-26,The Best Of Herman's Hermits,Herman's Hermits
1966-01-26,December's Children (And Everybody's),The Rolling Stones
1966-01-26,September Of My Year,Frank Sinatra
1966-01-26,Golden Hits,Roger Miller
1966-01-26,My Name Is Barbra; Two...,Barbra Streisand
1966-01-26,My World,Eddy Arnold
1966-01-26,Help! (Soundtrack),The Beatles
1966-01-26,Mary Poppins,Soundtrack
1966-01-26,Temptin' Temptations,The Temptations
1966-01-26,Going To A Go-Go,Smokey Robinson & The Miracles
1966-01-26,Welcome To The LBJ Ranch!,Various Artists
1966-01-26,South Of The Border,Herb Alpert & The Tijuana Brass
1966-01-26,Houston,Dean Martin
1966-01-26,A Man And His Music,Frank Sinatra
1966-01-26,Out Of Our Heads,The Rolling Stones
1966-01-26,Four Tops Second Album,Four Tops
1966-02-02,Rubber Soul,The Beatles
1966-02-02,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-02-02,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-02-02,The Sound Of Music,Soundtrack
1966-02-02,The Best Of Herman's Hermits,Herman's Hermits
1966-02-02,September Of My Year,Frank Sinatra
1966-02-02,My Name Is Barbra; Two...,Barbra Streisand
1966-02-02,Golden Hits,Roger Miller
1966-02-02,December's Children (And Everybody's),The Rolling Stones
1966-02-02,My World,Eddy Arnold
1966-02-02,Temptin' Temptations,The Temptations
1966-02-02,Going To A Go-Go,Smokey Robinson & The Miracles
1966-02-02,A Man And His Music,Frank Sinatra
1966-02-02,Help! (Soundtrack),The Beatles
1966-02-02,Thunderball,Soundtrack
1966-02-02,Out Of Our Heads,The Rolling Stones
1966-02-02,Houston,Dean Martin
1966-02-02,Welcome To The LBJ Ranch!,Various Artists
1966-02-02,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
1966-02-02,Four Tops Second Album,Four Tops
1966-02-09,Rubber Soul,The Beatles
1966-02-09,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-02-09,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-02-09,The Sound Of Music,Soundtrack
1966-02-09,My Name Is Barbra; Two...,Barbra Streisand
1966-02-09,The Best Of Herman's Hermits,Herman's Hermits
1966-02-09,Golden Hits,Roger Miller
1966-02-09,September Of My Year,Frank Sinatra
1966-02-09,December's Children (And Everybody's),The Rolling Stones
1966-02-09,A Man And His Music,Frank Sinatra
1966-02-09,My World,Eddy Arnold
1966-02-09,Thunderball,Soundtrack
1966-02-09,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
1966-02-09,Going To A Go-Go,Smokey Robinson & The Miracles
1966-02-09,Houston,Dean Martin
1966-02-09,Out Of Our Heads,The Rolling Stones
1966-02-09,Help! (Soundtrack),The Beatles
1966-02-09,South Of The Border,Herb Alpert & The Tijuana Brass
1966-02-09,Temptin' Temptations,The Temptations
1966-02-09,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-02-16,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-02-16,Rubber Soul,The Beatles
1966-02-16,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-02-16,The Sound Of Music,Soundtrack
1966-02-16,My Name Is Barbra; Two...,Barbra Streisand
1966-02-16,September Of My Year,Frank Sinatra
1966-02-16,Golden Hits,Roger Miller
1966-02-16,The Best Of Herman's Hermits,Herman's Hermits
1966-02-16,A Man And His Music,Frank Sinatra
1966-02-16,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
1966-02-16,My World,Eddy Arnold
1966-02-16,Thunderball,Soundtrack
1966-02-16,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-02-16,Going To A Go-Go,Smokey Robinson & The Miracles
1966-02-16,December's Children (And Everybody's),The Rolling Stones
1966-02-16,South Of The Border,Herb Alpert & The Tijuana Brass
1966-02-16,Mary Poppins,Soundtrack
1966-02-16,Houston,Dean Martin
1966-02-16,Back To Back,The Righteous Brothers
1966-02-16,Out Of Our Heads,The Rolling Stones
1966-02-23,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-02-23,Rubber Soul,The Beatles
1966-02-23,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-02-23,The Sound Of Music,Soundtrack
1966-02-23,September Of My Year,Frank Sinatra
1966-02-23,Golden Hits,Roger Miller
1966-02-23,My Name Is Barbra; Two...,Barbra Streisand
1966-02-23,Going To A Go-Go,Smokey Robinson & The Miracles
1966-02-23,A Man And His Music,Frank Sinatra
1966-02-23,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
1966-02-23,Thunderball,Soundtrack
1966-02-23,The Best Of Herman's Hermits,Herman's Hermits
1966-02-23,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-02-23,My World,Eddy Arnold
1966-02-23,South Of The Border,Herb Alpert & The Tijuana Brass
1966-02-23,December's Children (And Everybody's),The Rolling Stones
1966-02-23,Back To Back,The Righteous Brothers
1966-02-23,Turn! Turn! Turn!,The Byrds
1966-02-23,Mary Poppins,Soundtrack
1966-02-23,Temptin' Temptations,The Temptations
1966-03-02,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-03-02,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-03-02,Rubber Soul,The Beatles
1966-03-02,The Sound Of Music,Soundtrack
1966-03-02,September Of My Year,Frank Sinatra
1966-03-02,Golden Hits,Roger Miller
1966-03-02,My Name Is Barbra; Two...,Barbra Streisand
1966-03-02,Going To A Go-Go,Smokey Robinson & The Miracles
1966-03-02,The Best Of Herman's Hermits,Herman's Hermits
1966-03-02,Thunderball,Soundtrack
1966-03-02,A Man And His Music,Frank Sinatra
1966-03-02,South Of The Border,Herb Alpert & The Tijuana Brass
1966-03-02,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
1966-03-02,My World,Eddy Arnold
1966-03-02,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-03-02,Back To Back,The Righteous Brothers
1966-03-02,Turn! Turn! Turn!,The Byrds
1966-03-02,December's Children (And Everybody's),The Rolling Stones
1966-03-02,Temptin' Temptations,The Temptations
1966-03-02,The Supremes At The Copa,The Supremes
1966-03-09,Ballads Of The Green Berets,SSgt Barry Sadler
1966-03-09,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-03-09,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-03-09,Rubber Soul,The Beatles
1966-03-09,The Sound Of Music,Soundtrack
1966-03-09,September Of My Year,Frank Sinatra
1966-03-09,Golden Hits,Roger Miller
1966-03-09,The Best Of Herman's Hermits,Herman's Hermits
1966-03-09,My Name Is Barbra; Two...,Barbra Streisand
1966-03-09,Going To A Go-Go,Smokey Robinson & The Miracles
1966-03-09,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
1966-03-09,South Of The Border,Herb Alpert & The Tijuana Brass
1966-03-09,Thunderball,Soundtrack
1966-03-09,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-03-09,My World,Eddy Arnold
1966-03-09,A Man And His Music,Frank Sinatra
1966-03-09,Temptin' Temptations,The Temptations
1966-03-09,The Supremes At The Copa,The Supremes
1966-03-09,My Cherie,Al Martino
1966-03-09,December's Children (And Everybody's),The Rolling Stones
1966-03-16,Ballads Of The Green Berets,SSgt Barry Sadler
1966-03-16,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-03-16,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-03-16,Rubber Soul,The Beatles
1966-03-16,The Sound Of Music,Soundtrack
1966-03-16,September Of My Year,Frank Sinatra
1966-03-16,The Best Of Herman's Hermits,Herman's Hermits
1966-03-16,Golden Hits,Roger Miller
1966-03-16,My Name Is Barbra; Two...,Barbra Streisand
1966-03-16,Going To A Go-Go,Smokey Robinson & The Miracles
1966-03-16,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-03-16,My World,Eddy Arnold
1966-03-16,South Of The Border,Herb Alpert & The Tijuana Brass
1966-03-16,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
1966-03-16,The Supremes At The Copa,The Supremes
1966-03-16,Spanish Eyes,Al Martino
1966-03-16,Temptin' Temptations,The Temptations
1966-03-16,Thunderball,Soundtrack
1966-03-16,The Best Of The Animals,The Animals
1966-03-16,Just Like Us!,Paul Revere & The Raiders
1966-03-23,Ballads Of The Green Berets,SSgt Barry Sadler
1966-03-23,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-03-23,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-03-23,The Sound Of Music,Soundtrack
1966-03-23,Rubber Soul,The Beatles
1966-03-23,The Best Of The Animals,The Animals
1966-03-23,Just Like Us!,Paul Revere & The Raiders
1966-03-23,The Best Of Herman's Hermits,Herman's Hermits
1966-03-23,September Of My Year,Frank Sinatra
1966-03-23,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-03-23,South Of The Border,Herb Alpert & The Tijuana Brass
1966-03-23,My Name Is Barbra; Two...,Barbra Streisand
1966-03-23,The Supremes At The Copa,The Supremes
1966-03-23,Boots,Nancy Sinatra
1966-03-23,Spanish Eyes,Al Martino
1966-03-23,Temptin' Temptations,The Temptations
1966-03-23,My World,Eddy Arnold
1966-03-23,Going To A Go-Go,Smokey Robinson & The Miracles
1966-03-23,Golden Hits,Roger Miller
1966-03-23,The 4 Seasons' Gold Vault of Hits,The 4 Seasons
1966-03-30,Ballads Of The Green Berets,SSgt Barry Sadler
1966-03-30,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-03-30,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-03-30,The Sound Of Music,Soundtrack
1966-03-30,Just Like Us!,Paul Revere & The Raiders
1966-03-30,The Best Of The Animals,The Animals
1966-03-30,Rubber Soul,The Beatles
1966-03-30,Boots,Nancy Sinatra
1966-03-30,South Of The Border,Herb Alpert & The Tijuana Brass
1966-03-30,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-03-30,September Of My Year,Frank Sinatra
1966-03-30,My Name Is Barbra; Two...,Barbra Streisand
1966-03-30,The Best Of Herman's Hermits,Herman's Hermits
1966-03-30,Spanish Eyes,Al Martino
1966-03-30,Temptin' Temptations,The Temptations
1966-03-30,Hang On Ramsey!,Ramsey Lewis
1966-03-30,The Supremes At The Copa,The Supremes
1966-03-30,Going To A Go-Go,Smokey Robinson & The Miracles
1966-03-30,I Hear A Symphony,The Supremes
1966-03-30,Herb Alpert's Tijuana Brass; Volume 2,Herb Alpert's Tijuana Brass
1966-04-06,Ballads Of The Green Berets,SSgt Barry Sadler
1966-04-06,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-04-06,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-04-06,The Sound Of Music,Soundtrack
1966-04-06,Boots,Nancy Sinatra
1966-04-06,The Best Of The Animals,The Animals
1966-04-06,Rubber Soul,The Beatles
1966-04-06,South Of The Border,Herb Alpert & The Tijuana Brass
1966-04-06,Just Like Us!,Paul Revere & The Raiders
1966-04-06,My Name Is Barbra; Two...,Barbra Streisand
1966-04-06,Spanish Eyes,Al Martino
1966-04-06,September Of My Year,Frank Sinatra
1966-04-06,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-04-06,I Hear A Symphony,The Supremes
1966-04-06,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-04-06,Hang On Ramsey!,Ramsey Lewis
1966-04-06,The Best Of Herman's Hermits,Herman's Hermits
1966-04-06,The Supremes At The Copa,The Supremes
1966-04-06,Herb Alpert's Tijuana Brass; Volume 2,Herb Alpert's Tijuana Brass
1966-04-06,Temptin' Temptations,The Temptations
1966-04-13,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-04-13,Ballads Of The Green Berets,SSgt Barry Sadler
1966-04-13,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-04-13,The Sound Of Music,Soundtrack
1966-04-13,Boots,Nancy Sinatra
1966-04-13,South Of The Border,Herb Alpert & The Tijuana Brass
1966-04-13,The Best Of The Animals,The Animals
1966-04-13,Spanish Eyes,Al Martino
1966-04-13,Just Like Us!,Paul Revere & The Raiders
1966-04-13,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-04-13,I Hear A Symphony,The Supremes
1966-04-13,Rubber Soul,The Beatles
1966-04-13,My Name Is Barbra; Two...,Barbra Streisand
1966-04-13,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-04-13,Hang On Ramsey!,Ramsey Lewis
1966-04-13,September Of My Year,Frank Sinatra
1966-04-13,Herb Alpert's Tijuana Brass; Volume 2,Herb Alpert's Tijuana Brass
1966-04-13,The Best Of Herman's Hermits,Herman's Hermits
1966-04-13,Going To A Go-Go,Smokey Robinson & The Miracles
1966-04-13,Temptin' Temptations,The Temptations
1966-04-20,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-04-20,Ballads Of The Green Berets,SSgt Barry Sadler
1966-04-20,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-04-20,The Sound Of Music,Soundtrack
1966-04-20,Boots,Nancy Sinatra
1966-04-20,Color Me Barbra,Barbra Streisand
1966-04-20,The Best Of The Animals,The Animals
1966-04-20,Spanish Eyes,Al Martino
1966-04-20,I Hear A Symphony,The Supremes
1966-04-20,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-04-20,South Of The Border,Herb Alpert & The Tijuana Brass
1966-04-20,Just Like Us!,Paul Revere & The Raiders
1966-04-20,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-04-20,Rubber Soul,The Beatles
1966-04-20,My Name Is Barbra; Two...,Barbra Streisand
1966-04-20,September Of My Year,Frank Sinatra
1966-04-20,Hang On Ramsey!,Ramsey Lewis
1966-04-20,The Best Of Herman's Hermits,Herman's Hermits
1966-04-20,My World,Eddy Arnold
1966-04-20,Going To A Go-Go,Smokey Robinson & The Miracles
1966-04-27,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-04-27,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-04-27,Color Me Barbra,Barbra Streisand
1966-04-27,Big Hits (High Tide And Green Grass),The Rolling Stones
1966-04-27,The Sound Of Music,Soundtrack
1966-04-27,Ballads Of The Green Berets,SSgt Barry Sadler
1966-04-27,Boots,Nancy Sinatra
1966-04-27,I Hear A Symphony,The Supremes
1966-04-27,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-04-27,If You Can Believe Your Eyes And Ears,The Mamas & The Papas
1966-04-27,The Best Of The Animals,The Animals
1966-04-27,Spanish Eyes,Al Martino
1966-04-27,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-04-27,Just Like Us!,Paul Revere & The Raiders
1966-04-27,Hang On Ramsey!,Ramsey Lewis
1966-04-27,South Of The Border,Herb Alpert & The Tijuana Brass
1966-04-27,September Of My Year,Frank Sinatra
1966-04-27,Rubber Soul,The Beatles
1966-04-27,The Best Of Herman's Hermits,Herman's Hermits
1966-04-27,My Name Is Barbra; Two...,Barbra Streisand
1966-05-04,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-05-04,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-05-04,Color Me Barbra,Barbra Streisand
1966-05-04,Big Hits (High Tide And Green Grass),The Rolling Stones
1966-05-04,Ballads Of The Green Berets,SSgt Barry Sadler
1966-05-04,The Sound Of Music,Soundtrack
1966-05-04,If You Can Believe Your Eyes And Ears,The Mamas & The Papas
1966-05-04,I Hear A Symphony,The Supremes
1966-05-04,Boots,Nancy Sinatra
1966-05-04,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-05-04,The Best Of The Animals,The Animals
1966-05-04,Soul & Inspiration,The Righteous Brothers
1966-05-04,Spanish Eyes,Al Martino
1966-05-04,Just Like Us!,Paul Revere & The Raiders
1966-05-04,South Of The Border,Herb Alpert & The Tijuana Brass
1966-05-04,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-05-04,Hang On Ramsey!,Ramsey Lewis
1966-05-04,September Of My Year,Frank Sinatra
1966-05-04,Rubber Soul,The Beatles
1966-05-04,The Best Of Herman's Hermits,Herman's Hermits
1966-05-11,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-05-11,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-05-11,Big Hits (High Tide And Green Grass),The Rolling Stones
1966-05-11,If You Can Believe Your Eyes And Ears,The Mamas & The Papas
1966-05-11,Color Me Barbra,Barbra Streisand
1966-05-11,The Sound Of Music,Soundtrack
1966-05-11,Ballads Of The Green Berets,SSgt Barry Sadler
1966-05-11,I Hear A Symphony,The Supremes
1966-05-11,Soul & Inspiration,The Righteous Brothers
1966-05-11,Boots,Nancy Sinatra
1966-05-11,The Best Of The Animals,The Animals
1966-05-11,South Of The Border,Herb Alpert & The Tijuana Brass
1966-05-11,Just Like Us!,Paul Revere & The Raiders
1966-05-11,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-05-11,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-05-11,Rubber Soul,The Beatles
1966-05-11,Hold On!,Herman's Hermits
1966-05-11,September Of My Year,Frank Sinatra
1966-05-11,Daydream,The Lovin' Spoonful
1966-05-11,Spanish Eyes,Al Martino
1966-05-18,If You Can Believe Your Eyes And Ears,The Mamas & The Papas
1966-05-18,What Now My Love,Herb Alpert & The Tijuana Brass
1966-05-18,Big Hits (High Tide And Green Grass),The Rolling Stones
1966-05-18,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-05-18,Color Me Barbra,Barbra Streisand
1966-05-18,The Sound Of Music,Soundtrack
1966-05-18,Soul & Inspiration,The Righteous Brothers
1966-05-18,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-05-18,I Hear A Symphony,The Supremes
1966-05-18,The Best Of The Animals,The Animals
1966-05-18,Ballads Of The Green Berets,SSgt Barry Sadler
1966-05-18,Boots,Nancy Sinatra
1966-05-18,Just Like Us!,Paul Revere & The Raiders
1966-05-18,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-05-18,Daydream,The Lovin' Spoonful
1966-05-18,Hold On!,Herman's Hermits
1966-05-18,South Of The Border,Herb Alpert & The Tijuana Brass
1966-05-18,Rubber Soul,The Beatles
1966-05-18,Spanish Eyes,Al Martino
1966-05-18,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-05-25,What Now My Love,Herb Alpert & The Tijuana Brass
1966-05-25,If You Can Believe Your Eyes And Ears,The Mamas & The Papas
1966-05-25,Big Hits (High Tide And Green Grass),The Rolling Stones
1966-05-25,Color Me Barbra,Barbra Streisand
1966-05-25,The Sound Of Music,Soundtrack
1966-05-25,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-05-25,Soul & Inspiration,The Righteous Brothers
1966-05-25,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-05-25,The Best Of The Animals,The Animals
1966-05-25,I Hear A Symphony,The Supremes
1966-05-25,Daydream,The Lovin' Spoonful
1966-05-25,Boots,Nancy Sinatra
1966-05-25,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-05-25,Hold On!,Herman's Hermits
1966-05-25,Just Like Us!,Paul Revere & The Raiders
1966-05-25,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-05-25,Spanish Eyes,Al Martino
1966-05-25,Rubber Soul,The Beatles
1966-05-25,Ballads Of The Green Berets,SSgt Barry Sadler
1966-05-25,Frankie And Johnny,Elvis Presley
1966-06-01,What Now My Love,Herb Alpert & The Tijuana Brass
1966-06-01,If You Can Believe Your Eyes And Ears,The Mamas & The Papas
1966-06-01,The Sound Of Music,Soundtrack
1966-06-01,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-06-01,Color Me Barbra,Barbra Streisand
1966-06-01,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-06-01,Big Hits (High Tide And Green Grass),The Rolling Stones
1966-06-01,Soul & Inspiration,The Righteous Brothers
1966-06-01,Doctor Zhivago,Soundtrack
1966-06-01,Boots,Nancy Sinatra
1966-06-01,Daydream,The Lovin' Spoonful
1966-06-01,The Dave Clark Five's Greatest Hits,The Dave Clark Five
1966-06-01,The Best Of The Animals,The Animals
1966-06-01,Hold On!,Herman's Hermits
1966-06-01,The Shadow Of Your Smile,Johnny Mathis
1966-06-01,Lonely Bull,Herb Alpert & The Tijuana Brass
1966-06-01,Spanish Eyes,Al Martino
1966-06-01,Rubber Soul,The Beatles
1966-06-01,Ballads Of The Green Berets,SSgt Barry Sadler
1966-06-01,Just Like Us!,Paul Revere & The Raiders
1966-06-08,What Now My Love,Herb Alpert & The Tijuana Brass
1966-06-08,If You Can Believe Your Eyes And Ears,The Mamas & The Papas
1966-06-08,The Sound Of Music,Soundtrack
1966-06-08,!!Going Places!!,Herb Alpert & The Tijuana Brass
1966-06-08,Whipped Cream & Other Delights,Herb Alpert's Tijuana Brass
1966-06-08,Big Hits (High Tide And Green Grass),The Rolling Stones
